x,area,y
0.13520887,1e-04,-0.0010800064
0.21117628,1e-04,-0.0012200773
0.00059857476,1e-04,-0.014403522
0.14606261,1e-04,-0.001106888
0.021351261,1e-04,-0.0008930564
0.07034494,1e-04,-0.0011561215
0.20533973,1e-04,-0.0012158751
0.07405801,1e-04,-0.0011421442
0.15347372,1e-04,-0.001126051
0.03307922,1e-04,-0.0009409115
0.0479689,1e-04,-0.0011378527
0.0010768856,1e-04,-0.012413738
0.22214477,1e-04,-0.0012258589
0.17530732,1e-04,-0.0011759996
0.10837818,1e-04,-0.0010475665
0.19164692,1e-04,-0.0012019575
0.06705535,1e-04,-0.0011666566
0.17019719,1e-04,-0.001165688
0.07568952,1e-04,-0.0011356026
0.035506535,1e-04,-0.0009804517
0.042313017,1e-04,-0.0010805279
0.08407833,1e-04,-0.0011017174
0.026595103,1e-04,-0.0008590147
0.2079896,1e-04,-0.0012179315
0.18268295,1e-04,-0.0011890531
0.0019391024,1e-04,-0.009951025
0.08058822,1e-04,-0.0011155456
0.09871183,1e-04,-0.0010584295
0.20364429,1e-04,-0.0012145042
0.08366729,1e-04,-0.0011032969
0.07733495,1e-04,-0.0011288822
0.24323751,1e-04,-0.0012332201
0.11502756,1e-04,-0.0010482669
0.11321015,1e-04,-0.0010474771
0.00996981,1e-04,-0.002416145
0.24690963,1e-04,-0.0012344718
0.16686083,1e-04,-0.0011584461
0.034718405,1e-04,-0.000967592
0.13202672,1e-04,-0.0010728985
0.20304012,1e-04,-0.0012139678
0.17255048,1e-04,-0.0011706054
0.19117327,1e-04,-0.0012013316
0.11903434,1e-04,-0.0010515004
0.08995519,1e-04,-0.0010808855
0.108023345,1e-04,-0.0010477006
0.023621954,1e-04,-0.0008588955
0.09490856,1e-04,-0.0010667592
0.18163832,1e-04,-0.0011873543
0.21336184,1e-04,-0.0012214482
0.038898043,1e-04,-0.0010336787
0.18258913,1e-04,-0.0011888742
0.034951355,1e-04,-0.00097139925
0.19029427,1e-04,-0.0012001991
0.12395747,1e-04,-0.0010578483
0.0072686626,1e-04,-0.0036445446
0.09412078,1e-04,-0.001068756
0.22923818,1e-04,-0.0012286603
0.23499103,1e-04,-0.0012305975
0.14993207,1e-04,-0.0011169016
0.06181138,1e-04,-0.0011774004
0.093051344,1e-04,-0.0010716617
0.22003114,1e-04,-0.001224935
0.1158539,1e-04,-0.0010487735
0.14073104,1e-04,-0.0010933578
0.09842386,1e-04,-0.0010589361
0.029177139,1e-04,-0.0008835867
0.020277826,1e-04,-0.0009242371
0.21087945,1e-04,-0.0012198687
0.09401001,1e-04,-0.0010690391
0.1885786,1e-04,-0.0011979342
0.2080955,1e-04,-0.0012179911
0.0044563217,1e-04,-0.0059259627
0.20951428,1e-04,-0.0012190044
0.19495358,1e-04,-0.0012058914
0.22927558,1e-04,-0.0012286603
0.09494313,1e-04,-0.0010666549
0.22372037,1e-04,-0.0012265146
0.08484496,1e-04,-0.0010987967
0.17154269,1e-04,-0.0011684895
0.039010838,1e-04,-0.0010353401
0.13593426,1e-04,-0.0010816902
0.029373584,1e-04,-0.0008860752
0.03892987,1e-04,-0.0010341257
0.0874775,1e-04,-0.0010891706
0.005740119,1e-04,-0.004707232
0.086658135,1e-04,-0.0010921061
0.11051523,1e-04,-0.0010471046
0.090270005,1e-04,-0.0010798872
0.07475848,1e-04,-0.0011393726
0.21863742,1e-04,-0.0012242496
0.14497332,1e-04,-0.0011040866
0.026170718,1e-04,-0.00085674226
0.061419617,1e-04,-0.001177758
0.11051849,1e-04,-0.0010471046
0.1937527,1e-04,-0.0012045205
0.07691964,1e-04,-0.001130566
0.09171205,1e-04,-0.0010754466
0.07091274,1e-04,-0.0011541098
0.01567174,1e-04,-0.001234591
0.114615045,1e-04,-0.0010480285
0.013637186,1e-04,-0.0015138127
0.2402779,1e-04,-0.001232326
0.24936762,1e-04,-0.0012353361
0.0879958,1e-04,-0.0010874271
0.05099972,1e-04,-0.0011577159
0.098624535,1e-04,-0.0010585785
0.115897395,1e-04,-0.0010488033
0.03482885,1e-04,-0.0009693876
0.23912275,1e-04,-0.0012319684
0.12531944,1e-04,-0.0010600388
0.09566086,1e-04,-0.0010649264
0.00999752,1e-04,-0.002406638
0.16115487,1e-04,-0.0011451542
0.10508997,1e-04,-0.0010495782
0.23652798,1e-04,-0.0012311339
0.1303902,1e-04,-0.001069501
0.08400761,1e-04,-0.0011019558
0.0988392,1e-04,-0.0010581762
0.1644649,1e-04,-0.0011529922
0.24348436,1e-04,-0.0012333691
0.1185035,1e-04,-0.0010509491
0.10709946,1e-04,-0.0010481924
0.058949757,1e-04,-0.001178667
0.20794639,1e-04,-0.0012179017
0.13080068,1e-04,-0.0010703057
0.11824866,1e-04,-0.0010507256
0.20506056,1e-04,-0.0012156963
0.16872476,1e-04,-0.0011625588
0.001195672,1e-04,-0.012008896
0.12602113,1e-04,-0.0010612905
0.033154503,1e-04,-0.000942111
0.0633886,1e-04,-0.0011751652
0.22237979,1e-04,-0.0012259483
0.017295117,1e-04,-0.001084432
0.120306216,1e-04,-0.0010529011
0.24227268,1e-04,-0.0012329817
0.022945717,1e-04,-0.0008652285
0.18668477,1e-04,-0.0011951923
0.1741523,1e-04,-0.0011737347
0.14906067,1e-04,-0.0011146367
0.12452289,1e-04,-0.0010587573
0.06983982,1e-04,-0.0011578947
0.1033934,1e-04,-0.0010513067
0.07497,1e-04,-0.0011384785
0.016128495,1e-04,-0.0011867359
0.24477929,1e-04,-0.0012337565
0.19485976,1e-04,-0.001205802
0.08806479,1e-04,-0.0010871589
0.20294021,1e-04,-0.0012139082
0.10807172,1e-04,-0.0010476857
0.04590508,1e-04,-0.0011200309
0.19926286,1e-04,-0.0012105107
0.03935379,1e-04,-0.0010403842
0.16524982,1e-04,-0.0011548102
0.1383046,1e-04,-0.0010873079
0.22773704,1e-04,-0.0012280941
0.11903317,1e-04,-0.0010514706
0.1866509,1e-04,-0.0011951625
0.11133339,1e-04,-0.0010471344
0.23316859,1e-04,-0.0012300313
0.20513935,1e-04,-0.0012157261
0.20959316,1e-04,-0.001219064
0.01909365,1e-04,-0.00097317994
0.025647119,1e-04,-0.00085484236
0.12480483,1e-04,-0.0010592043
0.038252346,1e-04,-0.0010239333
0.02409083,1e-04,-0.0008561015
0.1838415,1e-04,-0.0011909306
0.23661229,1e-04,-0.0012311637
0.08212417,1e-04,-0.0011093467
0.15766877,1e-04,-0.0011366606
0.13704811,1e-04,-0.0010842979
0.24088812,1e-04,-0.0012325346
0.09647463,1e-04,-0.0010630637
0.022950549,1e-04,-0.00086515397
0.0537928,1e-04,-0.0011698306
0.15797414,1e-04,-0.0011374056
0.23506883,1e-04,-0.0012306273
0.045057174,1e-04,-0.0011116713
0.045011327,1e-04,-0.0011111945
0.10399533,1e-04,-0.001050666
0.13218166,1e-04,-0.0010732263
0.15956312,1e-04,-0.0011413097
0.019927742,1e-04,-0.00093697757
0.04615207,1e-04,-0.0011223555
0.23171392,1e-04,-0.0012295246
0.022647066,1e-04,-0.0008689761
0.11256478,1e-04,-0.0010472834
0.17691416,1e-04,-0.0011790395
0.24126999,1e-04,-0.0012325943
0.18085724,1e-04,-0.0011860728
0.1393713,1e-04,-0.0010899603
0.1460084,1e-04,-0.0011067688
0.10799452,1e-04,-0.0010477155
0.00061658124,1e-04,-0.014314467
0.06505983,1e-04,-0.0011717826
0.11945898,1e-04,-0.0010519326
0.0053204284,1e-04,-0.0050664917
0.17980832,1e-04,-0.0011842549
0.22715074,1e-04,-0.0012279153
0.21110548,1e-04,-0.0012200475
0.12685327,1e-04,-0.001062721
0.09400596,1e-04,-0.001069054
0.17317551,1e-04,-0.0011718273
0.00020572363,1e-04,-0.016896866
0.12523569,1e-04,-0.0010599047
0.24819197,1e-04,-0.0012349188
0.098313846,1e-04,-0.0010591745
0.072472766,1e-04,-0.0011483282
0.09137674,1e-04,-0.0010764748
0.013064667,1e-04,-0.0016155913
0.040773664,1e-04,-0.0010604411
0.21707551,1e-04,-0.0012234747
0.039298892,1e-04,-0.0010395721
0.2147573,1e-04,-0.001222223
0.2478778,1e-04,-0.0012347996
0.045519594,1e-04,-0.0011163056
0.1031536,1e-04,-0.0010515898
0.23143645,1e-04,-0.001229465
0.21634816,1e-04,-0.0012231171
0.09935143,1e-04,-0.0010572374
0.16606143,1e-04,-0.0011566281
0.14978714,1e-04,-0.001116544
0.16759495,1e-04,-0.0011600852
0.2288093,1e-04,-0.0012285411
0.01819277,1e-04,-0.0010226518
0.054341897,1e-04,-0.0011715442
0.027157439,1e-04,-0.00086289644
0.18614188,1e-04,-0.0011944175
0.12880689,1e-04,-0.0010663569
0.031952895,1e-04,-0.0009230375
0.062169526,1e-04,-0.0011769533
0.23349921,1e-04,-0.0012301207
0.1587166,1e-04,-0.0011392534
0.22800484,1e-04,-0.0012282133
0.0045780954,1e-04,-0.0057938136
0.15745297,1e-04,-0.0011360645
0.14449619,1e-04,-0.0011028349
0.049787123,1e-04,-0.0011506677
0.1281004,1e-04,-0.001064986
0.1835633,1e-04,-0.0011904836
0.19913936,1e-04,-0.0012103617
0.24914873,1e-04,-0.0012352765
0.14975013,1e-04,-0.001116395
0.15123178,1e-04,-0.0011202693
0.19398907,1e-04,-0.0012047887
0.23162128,1e-04,-0.0012294948
0.18210754,1e-04,-0.0011880994
0.1370583,1e-04,-0.0010843426
0.19911587,1e-04,-0.0012103617
0.12778547,1e-04,-0.00106439
0.10506925,1e-04,-0.001049608
0.043312427,1e-04,-0.0010925904
0.2028322,1e-04,-0.001213789
0.056306053,1e-04,-0.0011761189
0.14030412,1e-04,-0.0010922253
0.12415951,1e-04,-0.0010581613
0.090884015,1e-04,-0.0010779649
0.025230564,1e-04,-0.0008540824
0.12991689,1e-04,-0.0010685176
0.06784458,1e-04,-0.0011643469
0.22407578,1e-04,-0.0012266636
0.032802787,1e-04,-0.000936456
0.03015852,1e-04,-0.0008964762
0.15589218,1e-04,-0.0011321604
0.014070947,1e-04,-0.0014441162
0.12310395,1e-04,-0.0010565817
0.015637372,1e-04,-0.0012383983
0.20816408,1e-04,-0.0012180507
0.004992268,1e-04,-0.0053723995
0.24152401,1e-04,-0.0012327135
0.23517787,1e-04,-0.0012306869
0.016884599,1e-04,-0.0011173859
0.17094517,1e-04,-0.0011672676
0.07593024,1e-04,-0.0011346191
0.038095947,1e-04,-0.0010215417
0.1127894,1e-04,-0.0010473579
0.04292743,1e-04,-0.0010880381
0.04768857,1e-04,-0.0011356622
0.19928426,1e-04,-0.0012105107
0.07435787,1e-04,-0.0011409521
0.12598537,1e-04,-0.0010611862
0.055861674,1e-04,-0.0011752993
0.18828821,1e-04,-0.0011974871
0.16944,1e-04,-0.0011641085
0.12954062,1e-04,-0.0010677725
0.2051419,1e-04,-0.0012157559
0.2336351,1e-04,-0.0012301803
0.00676908,1e-04,-0.003954731
0.21753135,1e-04,-0.0012236834
0.20114298,1e-04,-0.0012122691
0.1587998,1e-04,-0.001139462
0.23200649,1e-04,-0.001229614
0.09086334,1e-04,-0.0010780394
0.07387002,1e-04,-0.0011428744
0.050471295,1e-04,-0.0011548102
0.05052955,1e-04,-0.0011551082
0.1691958,1e-04,-0.0011635423
0.15714653,1e-04,-0.0011353195
0.099926926,1e-04,-0.0010562539
0.09024044,1e-04,-0.0010799766
0.026575204,1e-04,-0.00085888803
0.0940374,1e-04,-0.0010689646
0.19001342,1e-04,-0.0011998415
0.24108568,1e-04,-0.0012325943
0.08798259,1e-04,-0.0010874122
0.2230625,1e-04,-0.0012262762
0.20983642,1e-04,-0.0012191832
0.07980042,1e-04,-0.0011187196
0.18942103,1e-04,-0.0011990666
0.15030691,1e-04,-0.0011178553
0.03307976,1e-04,-0.0009409189
0.16943336,1e-04,-0.0011640489
0.19654079,1e-04,-0.0012076795
0.051591475,1e-04,-0.0011607856
0.1082922,1e-04,-0.0010475665
0.23787254,1e-04,-0.001231581
0.07745281,1e-04,-0.0011283755
0.24678007,1e-04,-0.001234442
0.15601288,1e-04,-0.0011324584
0.21957524,1e-04,-0.0012247264
0.2496186,1e-04,-0.0012354255
0.08961979,1e-04,-0.0010819584
0.21113743,1e-04,-0.0012200475
0.2077135,1e-04,-0.0012177229
0.112495,1e-04,-0.0010472685
0.17133822,1e-04,-0.001168102
0.07520319,1e-04,-0.0011375695
0.22669466,1e-04,-0.0012277365
0.20952702,1e-04,-0.0012189746
0.119378984,1e-04,-0.001051873
0.024157448,1e-04,-0.0008558035
0.1336599,1e-04,-0.0010764748
0.025677346,1e-04,-0.00085491687
0.07972833,1e-04,-0.0011190325
0.22174984,1e-04,-0.0012257099
0.023035174,1e-04,-0.0008642152
0.15390721,1e-04,-0.0011271238
0.038613208,1e-04,-0.0010293946
0.17688215,1e-04,-0.0011789501
0.2353294,1e-04,-0.0012307167
0.15291178,1e-04,-0.0011245608
0.23698255,1e-04,-0.0012312531
0.027320793,1e-04,-0.00086420774
0.060450997,1e-04,-0.0011784583
0.14972793,1e-04,-0.0011163652
0.15418528,1e-04,-0.0011278391
0.12859097,1e-04,-0.0010659099
0.056189544,1e-04,-0.0011759102
0.1912913,1e-04,-0.0012014806
0.045130577,1e-04,-0.0011124313
0.079667,1e-04,-0.0011193156
0.22886816,1e-04,-0.0012285411
0.13214655,1e-04,-0.0010731518
0.154061,1e-04,-0.0011275113
0.11343195,1e-04,-0.0010475367
0.14776173,1e-04,-0.001111269
0.18033132,1e-04,-0.0011851192
0.21471773,1e-04,-0.001222223
0.022507101,1e-04,-0.00087094307
0.085968986,1e-04,-0.0010946244
0.016863301,1e-04,-0.0011191815
0.11116819,1e-04,-0.0010471046
0.16199046,1e-04,-0.001147151
0.22612809,1e-04,-0.001227498
0.21010101,1e-04,-0.001219362
0.24040508,1e-04,-0.0012323856
0.15648332,1e-04,-0.0011336803
0.14338309,1e-04,-0.0011000335
0.0047448836,1e-04,-0.0056190714
0.09645828,1e-04,-0.0010630786
0.10753407,1e-04,-0.0010479391
0.23233034,1e-04,-0.0012297332
0.015664058,1e-04,-0.0012354478
0.1569187,1e-04,-0.0011347532
0.0998458,1e-04,-0.0010563582
0.10327421,1e-04,-0.0010514557
0.06612394,1e-04,-0.0011692047
0.17384803,1e-04,-0.0011731684
0.16832441,1e-04,-0.0011617243
0.23053929,1e-04,-0.0012291372
0.043102372,1e-04,-0.0010901093
0.13686031,1e-04,-0.0010838807
0.09261424,1e-04,-0.0010728389
0.17491478,1e-04,-0.001175195
0.089512646,1e-04,-0.001082316
0.08031665,1e-04,-0.0011166632
0.0031042253,1e-04,-0.007711673
0.12244026,1e-04,-0.0010556579
0.15542586,1e-04,-0.0011309981
0.15581301,1e-04,-0.0011319816
0.23984532,1e-04,-0.001232177
0.083203934,1e-04,-0.0011050999
0.07310964,1e-04,-0.0011458546
0.060191285,1e-04,-0.0011785626
0.13529295,1e-04,-0.0010801852
0.09775193,1e-04,-0.001060307
0.21434332,1e-04,-0.0012220144
0.0023377663,1e-04,-0.00908279
0.026800912,1e-04,-0.0008603111
0.06060465,1e-04,-0.0011783838
0.13543448,1e-04,-0.0010805279
0.22143808,1e-04,-0.0012255907
0.10277958,1e-04,-0.0010520369
0.23681806,1e-04,-0.0012311637
0.22828102,1e-04,-0.0012283027
0.17781714,1e-04,-0.0011807084
0.08831986,1e-04,-0.0010862648
0.03817377,1e-04,-0.0010227188
0.09826112,1e-04,-0.0010592937
0.06574526,1e-04,-0.0011701733
0.006574552,1e-04,-0.0040845536
0.13594377,1e-04,-0.00108172
0.09036135,1e-04,-0.0010795742
0.15573923,1e-04,-0.0011318028
0.0819824,1e-04,-0.001109913
0.18589544,1e-04,-0.00119403
0.15148412,1e-04,-0.001120925
0.020957561,1e-04,-0.0009031743
0.08915968,1e-04,-0.0010834485
0.051523905,1e-04,-0.0011604428
0.12876487,1e-04,-0.0010662675
0.13075654,1e-04,-0.001070261
0.11847567,1e-04,-0.0010509193
0.051885974,1e-04,-0.0011622012
0.016303891,1e-04,-0.0011695921
0.109715804,1e-04,-0.0010472089
0.062307853,1e-04,-0.0011767596
0.21443154,1e-04,-0.0012220144
0.017627615,1e-04,-0.0010599867
0.22462377,1e-04,-0.0012269318
0.15879048,1e-04,-0.0011394322
0.047937155,1e-04,-0.0011375993
0.05076065,1e-04,-0.0011564195
0.2151292,1e-04,-0.0012224317
0.08992464,1e-04,-0.00108096
0.13619766,1e-04,-0.0010823011
0.024132663,1e-04,-0.00085591525
0.12431565,1e-04,-0.0010584444
0.1633075,1e-04,-0.0011502504
0.21458854,1e-04,-0.0012221336
0.061320297,1e-04,-0.0011778623
0.24942535,1e-04,-0.0012353659
0.07665597,1e-04,-0.0011316389
0.21485306,1e-04,-0.0012222528
0.20461218,1e-04,-0.0012153089
0.19458586,1e-04,-0.0012054741
0.085439436,1e-04,-0.0010965616
0.10682366,1e-04,-0.0010483265
0.22765267,1e-04,-0.0012280643
0.23041224,1e-04,-0.0012290776
0.090756364,1e-04,-0.0010783523
0.042778406,1e-04,-0.0010862276
0.15220745,1e-04,-0.0011227727
0.012441576,1e-04,-0.0017403662
0.22356698,1e-04,-0.001226455
0.19664453,1e-04,-0.0012077689
0.11956805,1e-04,-0.0010520518
0.09167719,1e-04,-0.0010755658
0.24614413,1e-04,-0.0012342632
0.20085418,1e-04,-0.0012120306
0.23405902,1e-04,-0.0012302995
0.18608846,1e-04,-0.0011942983
0.035904538,1e-04,-0.0009869114
0.07591823,1e-04,-0.0011346638
0.010039135,1e-04,-0.0023924448
0.053131286,1e-04,-0.0011674762
0.053282883,1e-04,-0.0011680424
0.15955812,1e-04,-0.0011413097
0.063942924,1e-04,-0.0011741221
0.18082236,1e-04,-0.0011859834
0.2298416,1e-04,-0.001228869
0.13438813,1e-04,-0.0010781288
0.023306908,1e-04,-0.0008614734
0.2146666,1e-04,-0.0012221634
0.040120658,1e-04,-0.0010513812
0.043840148,1e-04,-0.001098603
0.007426469,1e-04,-0.0035530403
0.23210244,1e-04,-0.001229614
0.18495575,1e-04,-0.0011925995
0.15506464,1e-04,-0.0011300743
0.04806029,1e-04,-0.0011385679
0.021427056,1e-04,-0.0008912608
0.16636343,1e-04,-0.0011573434
0.028401254,1e-04,-0.0008745715
0.043168377,1e-04,-0.0010908991
0.16146678,1e-04,-0.0011459589
0.22658886,1e-04,-0.0012277067
0.023170944,1e-04,-0.0008627847
0.11935119,1e-04,-0.0010518283
0.00011356895,1e-04,-0.017787594
0.08752013,1e-04,-0.0010890067
0.20309334,1e-04,-0.0012140274
0.10006052,1e-04,-0.0010560006
0.20391147,1e-04,-0.0012147427
0.15408497,1e-04,-0.0011275709
0.24149776,1e-04,-0.0012326837
0.086256795,1e-04,-0.0010935664
0.06563987,1e-04,-0.0011704266
0.21060458,1e-04,-0.0012196898
0.11001673,1e-04,-0.0010471791
0.13151276,1e-04,-0.0010718256
0.077375405,1e-04,-0.0011287034
0.08668338,1e-04,-0.0010920316
0.14039622,1e-04,-0.0010924637
0.17056027,1e-04,-0.0011664331
0.0014996292,1e-04,-0.011081713
