x,sdf,area,ode
0.3467282,0.3467282,1e-04,-0.0018492937
0.48541453,0.48541453,1e-04,0.004242718
0.9763193,0.023680704,1e-04,0.0014510751
0.008833366,0.008833366,1e-04,1.7664175
0.39686853,0.39686853,1e-04,-0.0001462698
0.42178795,0.42178795,1e-04,0.0016974211
0.7258515,0.27414852,1e-04,0.0003569126
0.43303704,0.43303704,1e-04,0.0024696589
0.91549224,0.084507786,1e-04,-0.00052273273
0.29604375,0.29604375,1e-04,0.0029987693
0.45886055,0.45886055,1e-04,0.0037825704
0.11853737,0.11853737,1e-04,0.019928932
0.86585516,0.13414487,1e-04,0.0012529492
0.55694425,0.44305572,1e-04,0.0017256737
0.07123533,0.07123533,1e-04,-0.025780916
0.7465019,0.25349808,1e-04,0.0011360645
0.10241314,0.10241314,1e-04,0.022621512
0.30923176,0.30923176,1e-04,0.0011295676
0.8190598,0.1809402,1e-04,0.0023947358
0.54091156,0.45908844,1e-04,0.002574265
0.50771195,0.49228805,1e-04,0.00392437
0.94549304,0.05450694,1e-04,-0.0005916357
0.8956415,0.104358464,1e-04,9.75132e-05
0.7162756,0.28372443,1e-04,-6.4373016e-06
0.0142713785,0.0142713785,1e-04,-0.13095665
0.010832181,0.010832181,1e-04,0.62987614
0.9743049,0.02569509,1e-04,0.0012260079
0.71002513,0.28997484,1e-04,-0.00023508072
0.36336672,0.36336672,1e-04,-0.001856327
0.5913996,0.4086004,1e-04,-4.7445297e-05
0.8592832,0.14071679,1e-04,0.0014887452
0.48353112,0.48353112,1e-04,0.004241228
0.18665329,0.18665329,1e-04,-0.003964424
0.36364484,0.36364484,1e-04,-0.001850605
0.41681337,0.41681337,1e-04,0.001333952
0.70261127,0.29738876,1e-04,-0.0004930496
0.65037394,0.34962606,1e-04,-0.00147295
0.15729415,0.15729415,1e-04,-0.004722357
0.08597166,0.08597166,1e-04,0.0037463903
0.15493304,0.15493304,1e-04,-0.003964305
0.3116058,0.3116058,1e-04,0.0008261204
0.8520802,0.14791977,1e-04,0.0017254949
0.09398603,0.09398603,1e-04,0.016039133
0.64098173,0.35901827,1e-04,-0.0014350414
0.81502056,0.18497944,1e-04,0.0024210215
0.2591177,0.2591177,1e-04,0.0078125
0.067895785,0.067895785,1e-04,-0.030212402
0.6070164,0.39298362,1e-04,-0.00068187714
0.055276055,0.055276055,1e-04,-0.0127244
0.12223484,0.12223484,1e-04,0.017529488
0.96931666,0.030683363,1e-04,0.0007305145
0.56165475,0.43834528,1e-04,0.0014696121
0.41904002,0.41904002,1e-04,0.0014983416
0.68992335,0.31007665,1e-04,-0.0008839369
0.121511765,0.121511765,1e-04,0.018027782
0.9476556,0.052344393,1e-04,-0.00053310394
0.7134044,0.28659558,1e-04,-0.00011265278
0.9703817,0.02961834,1e-04,0.0008292794
0.6759207,0.32407925,1e-04,-0.0012177229
0.25918266,0.25918266,1e-04,0.007807374
0.58335733,0.41664267,1e-04,0.00033265352
0.24362665,0.24362665,1e-04,0.0081906915
0.82435393,0.17564605,1e-04,0.0023403168
0.28679776,0.28679776,1e-04,0.004402876
0.84145945,0.15854055,1e-04,0.0020222664
0.2651546,0.2651546,1e-04,0.0072853565
0.34930897,0.34930897,1e-04,-0.0019006729
0.5171967,0.48280326,1e-04,0.0036244988
0.88045627,0.1195437,1e-04,0.00068730116
0.66847765,0.33152238,1e-04,-0.001342535
0.58633226,0.41366777,1e-04,0.0001887083
0.40337518,0.40337518,1e-04,0.00032830238
0.9285262,0.0714738,1e-04,-0.0007261038
0.23198728,0.23198728,1e-04,0.007317364
0.9101459,0.08985411,1e-04,-0.00038409233
0.8086411,0.19135891,1e-04,0.0024372935
0.40769225,0.40769225,1e-04,0.0006515384
0.24991141,0.24991141,1e-04,0.008229315
0.9093138,0.090686224,1e-04,-0.0003607273
0.6990836,0.30091637,1e-04,-0.0006085634
0.0759129,0.0759129,1e-04,-0.016972423
0.15201874,0.15201874,1e-04,-0.0028265715
0.6500248,0.3499752,1e-04,-0.00147295
0.7581463,0.24185368,1e-04,0.0015366077
0.6661042,0.3338958,1e-04,-0.0013742447
0.41604412,0.41604412,1e-04,0.0012766719
0.66813344,0.3318666,1e-04,-0.0013475418
0.5491588,0.4508412,1e-04,0.0021443367
0.3330549,0.3330549,1e-04,-0.0012452602
0.57181066,0.42818937,1e-04,0.0009240508
0.7432879,0.25671205,1e-04,0.0010187626
0.50399303,0.49600694,1e-04,0.0040172935
0.65853876,0.34146124,1e-04,-0.0014461279
0.6823826,0.31761742,1e-04,-0.0010781288
0.10501876,0.10501876,1e-04,0.0233773
0.58900505,0.41099492,1e-04,6.258488e-05
0.9080799,0.09192011,1e-04,-0.00032365322
0.23110344,0.23110344,1e-04,0.0072047114
0.6698861,0.3301139,1e-04,-0.001322031
0.14415434,0.14415434,1e-04,0.0013107061
0.6005931,0.39940688,1e-04,-0.00043976307
0.062329832,0.062329832,1e-04,-0.031076193
0.9837884,0.016211608,1e-04,0.0024180412
0.17008974,0.17008974,1e-04,-0.006423712
0.08632532,0.08632532,1e-04,0.0043985844
0.29431182,0.29431182,1e-04,0.0032599568
0.80045414,0.19954588,1e-04,0.002410233
0.85980386,0.14019611,1e-04,0.0014708638
0.115830325,0.115830325,1e-04,0.021395326
0.40053612,0.40053612,1e-04,0.00011920929
0.5084726,0.49152738,1e-04,0.0039037466
0.7224578,0.2775422,1e-04,0.00022703409
0.550383,0.449617,1e-04,0.0020792484
0.74873555,0.25126442,1e-04,0.0012162328
0.28013626,0.28013626,1e-04,0.005393207
0.031263623,0.031263623,1e-04,0.17671299
0.12119596,0.12119596,1e-04,0.01824236
0.7390548,0.26094517,1e-04,0.0008607507
0.6986429,0.30135706,1e-04,-0.00062298775
0.4879627,0.4879627,1e-04,0.0042367578
0.47207326,0.47207326,1e-04,0.004130602
0.3911761,0.3911761,1e-04,-0.00053977966
0.8148364,0.1851636,1e-04,0.0024219155
0.24018268,0.24018268,1e-04,0.008044064
0.70663047,0.29336956,1e-04,-0.00035500526
0.90768874,0.09231126,1e-04,-0.00031161308
0.5618585,0.43814152,1e-04,0.001458466
0.38049424,0.38049424,1e-04,-0.0011923313
0.35592604,0.35592604,1e-04,-0.0019448996
0.29167846,0.29167846,1e-04,0.0036596656
0.6669241,0.33307585,1e-04,-0.0013638735
0.051359046,0.051359046,1e-04,0.010481834
0.7913912,0.20860879,1e-04,0.0023217797
0.43252912,0.43252912,1e-04,0.0024363399
0.4337035,0.4337035,1e-04,0.0025122762
0.43569875,0.43569875,1e-04,0.0026378036
0.22828835,0.22828835,1e-04,0.0068068504
0.070060864,0.070060864,1e-04,-0.027577162
0.93355215,0.066447854,1e-04,-0.00074088573
0.15097652,0.15097652,1e-04,-0.0023663044
0.8281251,0.17187485,1e-04,0.002288878
0.09724934,0.09724934,1e-04,0.019373298
0.48327604,0.48327604,1e-04,0.0042407513
0.56964165,0.43035838,1e-04,0.0010385513
0.26306134,0.26306134,1e-04,0.0074869394
0.9142937,0.08570628,1e-04,-0.0004940033
0.4425725,0.4425725,1e-04,0.0030411482
0.41849995,0.41849995,1e-04,0.0014585853
0.15255804,0.15255804,1e-04,-0.0030531883
0.20809555,0.20809555,1e-04,0.0022500753
0.8991641,0.10083594,1e-04,-3.0040741e-05
0.722691,0.277309,1e-04,0.00023597479
0.37869275,0.37869275,1e-04,-0.0012867451
0.17746171,0.17746171,1e-04,-0.005825758
0.14775893,0.14775893,1e-04,-0.0007724762
0.6209199,0.37908012,1e-04,-0.001103282
0.24934009,0.24934009,1e-04,0.0082371235
0.56940836,0.4305916,1e-04,0.0010515451
0.5904564,0.40954354,1e-04,-4.529953e-06
0.536978,0.463022,1e-04,0.0027709007
0.043640364,0.043640364,1e-04,0.08484888
0.45306292,0.45306292,1e-04,0.0035561323
0.48314485,0.48314485,1e-04,0.0042402744
0.3030685,0.3030685,1e-04,0.0019705296
0.72309285,0.27690718,1e-04,0.00025093555
0.6318238,0.36817625,1e-04,-0.0013253689
0.8970978,0.1029022,1e-04,4.4345856e-05
0.85629874,0.14370124,1e-04,0.0015898347
0.7094242,0.29057583,1e-04,-0.0002567768
0.93085164,0.06914837,1e-04,-0.0007381439
0.8666032,0.1333968,1e-04,0.0012254119
0.5710043,0.42899573,1e-04,0.00096702576
0.12997966,0.12997966,1e-04,0.011665225
0.8974391,0.102560855,1e-04,3.1530857e-05
0.15316743,0.15316743,1e-04,-0.0033016205
0.85372776,0.14627224,1e-04,0.0016736388
0.6616479,0.33835208,1e-04,-0.0014224052
0.973184,0.026816025,1e-04,0.0011069775
0.7481037,0.25189635,1e-04,0.001193583
0.5994284,0.4005716,1e-04,-0.00039291382
0.05869158,0.05869158,1e-04,-0.024963379
0.4256547,0.4256547,1e-04,0.0019726157
0.19217654,0.19217654,1e-04,-0.0024718046
0.16597009,0.16597009,1e-04,-0.0062953234
0.80774313,0.19225688,1e-04,0.002436459
0.70714957,0.29285043,1e-04,-0.00033700466
0.52184314,0.47815683,1e-04,0.003448248
0.8815141,0.11848593,1e-04,0.0006454587
0.1439039,0.1439039,1e-04,0.0014665127
0.99309593,0.006904082,1e-04,0.0039435625
0.47469512,0.47469512,1e-04,0.004171908
0.34922752,0.34922752,1e-04,-0.001899004
0.12193997,0.12193997,1e-04,0.017733932
0.3356012,0.3356012,1e-04,-0.001401186
0.78676945,0.21323057,1e-04,0.0022535324
0.8645667,0.13543332,1e-04,0.0013006926
0.52107453,0.4789255,1e-04,0.003479004
0.24732526,0.24732526,1e-04,0.008247614
0.29057384,0.29057384,1e-04,0.003827989
0.92609984,0.073900186,1e-04,-0.00070524216
0.41614988,0.41614988,1e-04,0.0012848377
0.09722922,0.09722922,1e-04,0.019354701
0.8490481,0.15095195,1e-04,0.0018168092
0.13690671,0.13690671,1e-04,0.0062947273
0.3955583,0.3955583,1e-04,-0.00023925304
0.3863566,0.3863566,1e-04,-0.0008509159
0.7392817,0.26071832,1e-04,0.0008690953
0.6920294,0.30797058,1e-04,-0.000824213
0.755907,0.24409303,1e-04,0.0014630556
0.8289095,0.1710905,1e-04,0.0022764802
0.5006184,0.49938157,1e-04,0.0040882826
0.38191438,0.38191438,1e-04,-0.001113534
0.14796615,0.14796615,1e-04,-0.00088250637
0.6017459,0.39825413,1e-04,-0.0004850626
0.04235743,0.04235743,1e-04,0.09971976
0.7495074,0.25049254,1e-04,0.0012438893
0.42078736,0.42078736,1e-04,0.0016251206
0.21596602,0.21596602,1e-04,0.004343629
0.215057,0.215057,1e-04,0.004119277
0.3308589,0.3308589,1e-04,-0.0010949373
0.93370056,0.066299446,1e-04,-0.0007404089
0.4403056,0.4403056,1e-04,0.0029132962
0.15551661,0.15551661,1e-04,-0.0041638613
0.67397463,0.32602537,1e-04,-0.0012539625
0.52830344,0.47169656,1e-04,0.0031772852
0.09853349,0.09853349,1e-04,0.020408034
0.8044986,0.19550142,1e-04,0.0024297237
0.55701923,0.4429808,1e-04,0.0017213821
0.085383736,0.085383736,1e-04,0.002641797
0.45749453,0.45749453,1e-04,0.0037326813
0.5165082,0.48349178,1e-04,0.0036489964
0.43880942,0.43880942,1e-04,0.0028259158
0.750874,0.249126,1e-04,0.001290977
0.47594368,0.47594368,1e-04,0.0041880608
0.9405652,0.059434768,1e-04,-0.0006875992
0.8828464,0.11715361,1e-04,0.00059247017
0.85561204,0.14438795,1e-04,0.0016123652
0.6358104,0.36418962,1e-04,-0.0013821125
0.20296489,0.20296489,1e-04,0.000746727
0.49688023,0.49688023,1e-04,0.0041525364
0.78070897,0.21929103,1e-04,0.0021420717
0.41102692,0.41102692,1e-04,0.0009018183
0.7534931,0.24650691,1e-04,0.0013814569
0.1321487,0.1321487,1e-04,0.009956121
0.7336942,0.26630577,1e-04,0.0006567836
0.78285253,0.21714745,1e-04,0.0021840334
0.47252807,0.47252807,1e-04,0.004139006
0.49587962,0.49587962,1e-04,0.004166901
0.5646942,0.43530577,1e-04,0.0013049245
0.9259367,0.0740633,1e-04,-0.0007033348
0.74213666,0.25786334,1e-04,0.0009762645
0.4242453,0.4242453,1e-04,0.0018731356
0.76920325,0.23079674,1e-04,0.0018670559
0.6080187,0.3919813,1e-04,-0.0007175207
0.43823248,0.43823248,1e-04,0.0027917624
0.63491553,0.36508444,1e-04,-0.0013707876
0.871288,0.12871197,1e-04,0.0010473728
0.30487195,0.30487195,1e-04,0.0017169714
0.24027571,0.24027571,1e-04,0.008049965
0.5608897,0.43911025,1e-04,0.001511097
0.05676757,0.05676757,1e-04,-0.018928051
0.35736778,0.35736778,1e-04,-0.0019388199
0.25375345,0.25375345,1e-04,0.008118033
0.79390866,0.20609134,1e-04,0.002352655
0.08568678,0.08568678,1e-04,0.003213644
0.26082703,0.26082703,1e-04,0.007681012
0.31636152,0.31636152,1e-04,0.0002577901
0.12251597,0.12251597,1e-04,0.017331362
0.63379306,0.3662069,1e-04,-0.0013551712
0.30818984,0.30818984,1e-04,0.0012668371
0.5633921,0.4366079,1e-04,0.0013757348
0.16648002,0.16648002,1e-04,-0.006330371
0.39009413,0.39009413,1e-04,-0.0006117821
0.9196664,0.0803336,1e-04,-0.0006109476
0.50947165,0.49052835,1e-04,0.003875196
0.99412924,0.00587075,1e-04,0.0041359663
0.20695813,0.20695813,1e-04,0.0019230843
0.039895914,0.039895914,1e-04,0.12818289
0.5716356,0.42836443,1e-04,0.0009329319
0.7936562,0.20634381,1e-04,0.002349615
0.25002727,0.25002727,1e-04,0.008227348
0.43165505,0.43165505,1e-04,0.0023794174
0.036148272,0.036148272,1e-04,0.16498733
0.34750506,0.34750506,1e-04,-0.0018668175
0.99150723,0.008492767,1e-04,0.0036560297
0.2416452,0.2416452,1e-04,0.008117616
0.065680064,0.065680064,1e-04,-0.03174591
0.8329329,0.1670671,1e-04,0.00220716
0.21697553,0.21697553,1e-04,0.0045865774
0.59864837,0.4013516,1e-04,-0.0003607273
0.8561224,0.14387763,1e-04,0.0015955567
0.8219768,0.17802322,1e-04,0.0023676157
0.41632885,0.41632885,1e-04,0.00129807
0.5877976,0.41220242,1e-04,0.000119030476
0.7382401,0.2617599,1e-04,0.00082981586
0.52732444,0.47267556,1e-04,0.0032199621
0.9169649,0.08303508,1e-04,-0.0005558729
0.5394688,0.46053115,1e-04,0.002647221
0.8355193,0.1644807,1e-04,0.0021564364
0.81800705,0.18199293,1e-04,0.0024024844
0.56405514,0.43594486,1e-04,0.0013394356
0.50518167,0.49481833,1e-04,0.00398916
0.78282803,0.21717195,1e-04,0.0021836758
0.53692865,0.46307135,1e-04,0.0027732253
0.5518532,0.44814682,1e-04,0.0020006895
0.7713769,0.22862306,1e-04,0.0019249916
0.22030556,0.22030556,1e-04,0.0053389072
0.7406982,0.25930175,1e-04,0.0009225607
0.44965383,0.44965383,1e-04,0.0034032464
0.28276774,0.28276774,1e-04,0.0050076246
0.8293184,0.17068163,1e-04,0.0022701025
0.326493,0.326493,1e-04,-0.00075244904
0.18625514,0.18625514,1e-04,-0.0040637255
0.89064044,0.10935955,1e-04,0.00028711557
0.9132169,0.086783126,1e-04,-0.0004669428
0.8577309,0.14226905,1e-04,0.0015417933
0.2536622,0.2536622,1e-04,0.0081220865
0.5016774,0.49832258,1e-04,0.004067719
0.7717117,0.22828831,1e-04,0.0019334555
0.6126835,0.38731652,1e-04,-0.0008715391
0.6839448,0.31605518,1e-04,-0.0010408163
0.51846415,0.48153585,1e-04,0.0035783648
0.02411866,0.02411866,1e-04,0.035062313
0.96638304,0.03361695,1e-04,0.0004788041
0.20951949,0.20951949,1e-04,0.0026509762
0.027094979,0.027094979,1e-04,0.12267399
0.84277225,0.15722778,1e-04,0.0019890666
0.18950742,0.18950742,1e-04,-0.0032172203
0.30253774,0.30253774,1e-04,0.0020452738
0.58731985,0.41268015,1e-04,0.00014191866
0.5177897,0.48221028,1e-04,0.0036030412
0.47601733,0.47601733,1e-04,0.0041893125
0.38104752,0.38104752,1e-04,-0.0011624098
0.47548875,0.47548875,1e-04,0.004182279
0.20409779,0.20409779,1e-04,0.0010844469
0.6280015,0.37199852,1e-04,-0.0012586117
0.55610746,0.4438925,1e-04,0.0017709732
0.52390414,0.47609583,1e-04,0.003364861
0.37257785,0.37257785,1e-04,-0.0015692711
0.683131,0.31686905,1e-04,-0.0010603666
0.34694347,0.34694347,1e-04,-0.0018544197
0.3085916,0.3085916,1e-04,0.001214087
0.30818638,0.30818638,1e-04,0.0012668371
0.95778185,0.042218134,1e-04,-0.000106334686
0.54871345,0.45128655,1e-04,0.002168119
0.72906876,0.27093127,1e-04,0.0004798174
0.90407854,0.09592145,1e-04,-0.00019812584
0.86440134,0.13559867,1e-04,0.0013068914
0.31845346,0.31845346,1e-04,2.5331974e-05
0.27969688,0.27969688,1e-04,0.00545758
0.8074646,0.1925354,1e-04,0.0024362206
0.89732206,0.10267797,1e-04,3.6120415e-05
0.8384126,0.16158743,1e-04,0.0020940304
0.9814677,0.01853225,1e-04,0.0020943284
0.6868372,0.31316277,1e-04,-0.0009676218
0.50174505,0.49825493,1e-04,0.0040661097
0.0963853,0.0963853,1e-04,0.018588185
0.357664,0.357664,1e-04,-0.0019370317
0.98164093,0.018359063,1e-04,0.0021179914
